server log:{"level":"info","message":"127.0.0.1 - - [Wed, 17 Dec 2014 13:05:43 GMT] \"GET /pro HTTP/1.1\" 302 68 \"http://localhost:8080/login\" \"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.38 Safari/537.36\"\n","timestamp":"2014-12-17T13:05:43.769Z"}
{"level":"info","message":"127.0.0.1 - - [Wed, 17 Dec 2014 13:05:43 GMT] \"GET /login HTTP/1.1\" 200 997 \"http://localhost:8080/login\" \"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.38 Safari/537.36\"\n","timestamp":"2014-12-17T13:05:43.779Z"}
{"level":"info","message":"local auth - email:  admin@admin.ro","timestamp":"2014-12-17T13:05:44.715Z"}
{"level":"info","message":"127.0.0.1 - - [Wed, 17 Dec 2014 13:05:44 GMT] \"POST /login HTTP/1.1\" 302 64 \"http://localhost:8080/login\" \"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.38 Safari/537.36\"\n","timestamp":"2014-12-17T13:05:44.852Z"}
{"level":"info","message":"127.0.0.1 - - [Wed, 17 Dec 2014 13:05:45 GMT] \"GET /pro HTTP/1.1\" 200 12127 \"http://localhost:8080/login\" \"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.38 Safari/537.36\"\n","timestamp":"2014-12-17T13:05:45.127Z"}
{"level":"info","message":"127.0.0.1 - - [Wed, 17 Dec 2014 13:05:45 GMT] \"GET /components/jquery/jquery.js HTTP/1.1\" 200 242142 \"http://localhost:8080/pro\" \"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.38 Safari/537.36\"\n","timestamp":"2014-12-17T13:05:45.378Z"}
{"level":"info","message":"127.0.0.1 - - [Wed, 17 Dec 2014 13:05:45 GMT] \"GET /components/bootstrap/dist/js/bootstrap.js HTTP/1.1\" 200 60681 \"http://localhost:8080/pro\" \"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.38 Safari/537.36\"\n","timestamp":"2014-12-17T13:05:45.380Z"}
{"level":"info","message":"127.0.0.1 - - [Wed, 17 Dec 2014 13:05:45 GMT] \"GET /components/moment/moment.js HTTP/1.1\" 200 96381 \"http://localhost:8080/pro\" \"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.38 Safari/537.36\"\n","timestamp":"2014-12-17T13:05:45.389Z"}
{"level":"info","message":"127.0.0.1 - - [Wed, 17 Dec 2014 13:05:45 GMT] \"GET /components/angular-bootstrap-datetimepicker/src/js/datetimepicker.js HTTP/1.1\" 200 17143 \"http://localhost:8080/pro\" \"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.38 Safari/537.36\"\n","timestamp":"2014-12-17T13:05:45.390Z"}
{"level":"info","message":"127.0.0.1 - - [Wed, 17 Dec 2014 13:05:45 GMT] \"GET /components/jquery-ui/ui/jquery-ui.js HTTP/1.1\" 200 436715 \"http://localhost:8080/pro\" \"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.38 Safari/537.36\"\n","timestamp":"2014-12-17T13:05:45.397Z"}
{"level":"info","message":"127.0.0.1 - - [Wed, 17 Dec 2014 13:05:45 GMT] \"GET /components/angular/angular.js HTTP/1.1\" 200 788450 \"http://localhost:8080/pro\" \"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.38 Safari/537.36\"\n","timestamp":"2014-12-17T13:05:45.402Z"}
